equipmentName,originalKdmName,itemType,slot,weaponType,tier,rarity,cardId,cardName,cost,type,shortEffect,fullEffect,tags,damage,breakDamage,statusApplied,targetProfile,quirk,sourceEquipmentName,sourceOriginalName,equipmentIndex,mechanicalSignature,previousTargetProfile,universalTargeting,universalTargetingNote,colorAffinity,colorAffinityName,colorAffinitySource,canonicalQuarryId,canonicalQuarryName,weaponStrategyId,weaponStrategyName,weaponRampResource,weaponPayoffPattern,weaponStrategyNote,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,extraCopiesUnlockableFromOneItem,copyTrainingTrackKey,copyProgressTrigger,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus,block,opensWeakPoint,firstCounterFree,mechanicFlags,testBonus,archiveAfterUse,consequenceReduction,salvage,prepared,panicGain,phaseRestriction,partyBlock,panicClear,duplicateCorrectionApplied,reveal,statusReduced,reduction,exhaust,guarded,grantedByEquippedArmourSets,conditionalCost,grantedByArmourSet,setId,setCompletePiecesRequired,grantedByAffinity,affinityThresholdRequired
Skullcap Hammer,SKULLCAP HAMMER,weapon,weapon,hammer,early,uncommon,skullcapHammerPayoff,Skullcap Hammer — Payoff,2,attack,"Deal 5 damage and 5 break damage. If this breaks a weak point, resolve Burn 1 and the tempo rider.","Deal 5 damage and 5 break damage. If the weak point breaks, apply Burn 1 and resolve: If this is your first card this turn, reduce its cost by 1, minimum 0.","['Heavy', 'Guardbreaker', 'WeakPoint', 'Payoff']",5,5,{'Burn': 1},Any valid target,tempo,Skullcap Hammer,SKULLCAP HAMMER,280,3d44a8f2b857,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Sky Harpoon,SKY HARPOON,weapon,weapon,spear,mid,uncommon,skyHarpoonOpeningStrike,Sky Harpoon — Opening Strike,1,attack,Deal 5 damage. Apply Poison 3. Cleanse Panic 1.,"Deal 5 damage with Sky Harpoon. Apply Poison 3. If you already played an attack this turn, add +1 damage or +1 block. After resolving, cleanse Panic 1 from yourself.","['Reach', 'Defensive', 'WeakPoint', 'Attack']",5,3,{'Poison': 3},Any valid target,followUp+cleansePanic,Sky Harpoon,SKY HARPOON,281,ebedc558cf6c,Sky Reef,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,sunSovereign,Sun Sovereign,weakPointBreaker,Weak-Point Breaker,Marked / Exposed / break damage,Break-damage attacks and weak-point payoff cards.,"Open, mark and break weak points for burst damage and reward/control triggers.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Sky Harpoon,SKY HARPOON,weapon,weapon,spear,mid,uncommon,skyHarpoonTechnique,Sky Harpoon — Technique,2,skill,Hold at reach; apply Snared 1 and gain Guarded 1 before retaliation. Also gain 4 block.,"Hold at reach; apply Snared 1 and gain Guarded 1 before retaliation. Gain 4 block. If you already played an attack this turn, add +1 damage or +1 block.","['Reach', 'Defensive', 'WeakPoint', 'Setup']",,,,,followUp,Sky Harpoon,SKY HARPOON,281,01ac9e3630ef,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,sunSovereign,Sun Sovereign,weakPointBreaker,Weak-Point Breaker,Marked / Exposed / break damage,Break-damage attacks and weak-point payoff cards.,"Open, mark and break weak points for burst damage and reward/control triggers.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,True,False,,,,,,,,,,,,,,,,,,,,,,,
Sky Harpoon,SKY HARPOON,weapon,weapon,spear,mid,uncommon,skyHarpoonPayoff,Sky Harpoon — Payoff,2,attack,"Deal 7 damage and 4 break damage. If this breaks a weak point, resolve Poison 2 and the followUp rider.","Deal 7 damage and 4 break damage. If the weak point breaks, apply Poison 2 and resolve: If you already played an attack this turn, add +1 damage or +1 block.","['Reach', 'Defensive', 'WeakPoint', 'Payoff']",7,4,{'Poison': 2},Any valid target,followUp,Sky Harpoon,SKY HARPOON,281,4e22915c4774,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,sunSovereign,Sun Sovereign,weakPointBreaker,Weak-Point Breaker,Marked / Exposed / break damage,Break-damage attacks and weak-point payoff cards.,"Open, mark and break weak points for burst damage and reward/control triggers.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Slender Ovule,SLENDER OVULE,tool,tool,tool,mid,uncommon,slenderOvuleUse,Slender Ovule — Use,1,skill,"Gain +2 to the next harvest, retreat, or weak-point test. If it fails, apply Snared 1 to the quarry or clear it from a survivor. Cleanse Panic 1.","Gain +2 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Snared 1 to the quarry or clear that status from a survivor. After use, Exhaust this equipment until the next monster turn. After resolving, cleanse Panic 1 from yourself.","['Tool', 'Harvest', 'Retreat']",,,{'Snared': 1},,exhaust+cleansePanic,Slender Ovule,SLENDER OVULE,282,0a91775fe393,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,strainPack,Strain Pack,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,2,False,,,,,,,,True,,,,,,,,,,,,
Slender Ovule,SLENDER OVULE,tool,tool,tool,mid,uncommon,slenderOvuleContingency,Slender Ovule — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 2; on retreat, preserve 1 gathered resource. If no HP damage, apply Exposed 1.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 2. If retreating, preserve 1 gathered resource. After use, Exhaust this equipment until the next monster turn. If this card deals no HP damage, apply Exposed 1.","['Tool', 'Harvest', 'Retreat']",,,{'Exposed': 1},,exhaust+noHpExposed,Slender Ovule,SLENDER OVULE,282,3f9d406c625b,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,strainPack,Strain Pack,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,2,1,,,,,,True,,,,,,,,,,,,
Sonic Tomahawk,SONIC TOMAHAWK,weapon,weapon,bow,early,common,sonicTomahawkOpeningStrike,Sonic Tomahawk — Opening Strike,1,attack,Deal 3 damage. Apply Doom 2.,"Deal 3 damage with Sonic Tomahawk. Apply Doom 2. If the quarry is Marked, draw 1 then discard 1.","['Ranged', 'Marking', 'Precise', 'Attack']",3,2,{'Doom': 2},Any valid target,marked,Sonic Tomahawk,SONIC TOMAHAWK,283,9ade0cef2c59,Phoenix,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,ashPhoenix,Ash Phoenix,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonic Tomahawk,SONIC TOMAHAWK,weapon,weapon,bow,early,common,sonicTomahawkTechnique,Sonic Tomahawk — Technique,2,skill,"Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Also gain 2 block. +1 damage if quarry is Marked.","Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Gain 2 block. If the quarry is Marked, draw 1 then discard 1. If the quarry is Marked, add +1 damage.","['Ranged', 'Marking', 'Precise', 'Setup']",,,{},,marked+markedBonusDamage,Sonic Tomahawk,SONIC TOMAHAWK,283,0a6b438cf23c,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,ashPhoenix,Ash Phoenix,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,2,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Sonic Tomahawk,SONIC TOMAHAWK,weapon,weapon,bow,early,common,sonicTomahawkPayoff,Sonic Tomahawk — Payoff,2,attack,"Deal 7 damage and 3 break damage. If this breaks a weak point, resolve Doom 1 and the marked rider.","Deal 7 damage and 3 break damage. If the weak point breaks, apply Doom 1 and resolve: If the quarry is Marked, draw 1 then discard 1.","['Ranged', 'Marking', 'Precise', 'Payoff', 'WeakPoint']",7,3,{'Doom': 1},Any valid target,marked,Sonic Tomahawk,SONIC TOMAHAWK,283,031c7fa876c3,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,ashPhoenix,Ash Phoenix,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Soothing Whip,SOOTHING WHIP,weapon,weapon,whip,mid,uncommon,soothingWhipOpeningStrike,Soothing Whip — Opening Strike,1,attack,Deal 3 damage. Apply Blind 3. Gain Guarded 1 if first card this turn.,"Deal 3 damage with Soothing Whip. Apply Blind 3. If you have Guarded, convert 1 Guarded into +2 damage. If this is your first card this turn, gain Guarded 1.","['Reach', 'Marking', 'WeakPoint', 'Attack']",3,3,"{'Blind': 3, 'Guarded': 1}",Any valid target,guarded+firstCardGuarded,Soothing Whip,SOOTHING WHIP,284,3772669b0d1d,Spurkulese,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,silkMatriarch,Silk Matriarch,weakPointBreaker,Weak-Point Breaker,Marked / Exposed / break damage,Break-damage attacks and weak-point payoff cards.,"Open, mark and break weak points for burst damage and reward/control triggers.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Soothing Whip,SOOTHING WHIP,weapon,weapon,whip,mid,uncommon,soothingWhipTechnique,Soothing Whip — Technique,1,skill,"Hook a limb; apply Snared 2, then Open a limb weak point if present. Also gain 4 block.","Hook a limb; apply Snared 2, then Open a limb weak point if present. Gain 4 block. If you have Guarded, convert 1 Guarded into +2 damage.","['Reach', 'Marking', 'WeakPoint', 'Setup']",,,,,guarded,Soothing Whip,SOOTHING WHIP,284,4cfacb77a88f,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,silkMatriarch,Silk Matriarch,weakPointBreaker,Weak-Point Breaker,Marked / Exposed / break damage,Break-damage attacks and weak-point payoff cards.,"Open, mark and break weak points for burst damage and reward/control triggers.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,True,False,,,,,,,,,,,,,,,,,,,,,,,
Soothing Whip,SOOTHING WHIP,weapon,weapon,whip,mid,uncommon,soothingWhipPayoff,Soothing Whip — Payoff,2,attack,"Deal 5 damage and 4 break damage. If this breaks a weak point, resolve Blind 2 and the guarded rider.","Deal 5 damage and 4 break damage. If the weak point breaks, apply Blind 2 and resolve: If you have Guarded, convert 1 Guarded into +2 damage.","['Reach', 'Marking', 'WeakPoint', 'Payoff']",5,4,{'Blind': 2},Any valid target,guarded,Soothing Whip,SOOTHING WHIP,284,f53669f3addb,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,silkMatriarch,Silk Matriarch,weakPointBreaker,Weak-Point Breaker,Marked / Exposed / break damage,Break-damage attacks and weak-point payoff cards.,"Open, mark and break weak points for burst damage and reward/control triggers.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Spear of Fear,SPEAR OF FEAR,weapon,weapon,spear,early,uncommon,spearOfFearOpeningStrike,Spear of Fear — Opening Strike,1,attack,Deal 4 damage. Apply Bleed 1. Gain Guarded 1 if first card this turn.,"Deal 4 damage with Spear of Fear. Apply Bleed 1. If you have any wound, add +1 damage but gain Panic 1. If this is your first card this turn, gain Guarded 1.","['Reach', 'Defensive', 'WeakPoint', 'Attack']",4,1,"{'Bleed': 1, 'Guarded': 1}",Any valid target,wounded+firstCardGuarded,Spear of Fear,SPEAR OF FEAR,285,76bc475264b2,White Lion,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Spear of Fear,SPEAR OF FEAR,weapon,weapon,spear,early,uncommon,spearOfFearTechnique,Spear of Fear — Technique,2,skill,Hold at reach; apply Snared 1 and gain Guarded 1 before retaliation. Also gain 1 block. Gain Guarded 1 if first card this turn.,"Hold at reach; apply Snared 1 and gain Guarded 1 before retaliation. Gain 1 block. If you have any wound, add +1 damage but gain Panic 1. If this is your first card this turn, gain Guarded 1.","['Reach', 'Defensive', 'WeakPoint', 'Setup']",,,{'Guarded': 1},,wounded+firstCardGuarded,Spear of Fear,SPEAR OF FEAR,285,f37fe8d4f89c,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,1,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Spear of Fear,SPEAR OF FEAR,weapon,weapon,spear,early,uncommon,spearOfFearPayoff,Spear of Fear — Payoff,2,attack,"Deal 6 damage and 2 break damage. If this breaks a weak point, resolve Bleed 1 and the wounded rider.","Deal 6 damage and 2 break damage. If the weak point breaks, apply Bleed 1 and resolve: If you have any wound, add +1 damage but gain Panic 1.","['Reach', 'Defensive', 'WeakPoint', 'Payoff']",6,2,{'Bleed': 1},Any valid target,wounded,Spear of Fear,SPEAR OF FEAR,285,e8f44022ff57,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Spectral Hunter Cloak,SPECTRAL LION CLOAK,body,body,armor,early,uncommon,spectralHunterCloakBrace,Spectral Hunter Cloak — Brace,1,skill,"Gain 4 block and Guarded 2. If hit before your next turn, reduce Bleed or Panic by 1. Gain Guarded 1 if first card this turn.","Gain 4 block and Guarded 2. If the next monster hit lands before your next turn, reduce Bleed or Panic by 1 after damage. If used on a hunt node, also mark one gathered resource as confirmed. If this is your first card this turn, gain Guarded 1.","['Defensive', 'Party', 'WoundCare']",,,{'Guarded': 1},,retreat+firstCardGuarded,Spectral Hunter Cloak,SPECTRAL LION CLOAK,286,7e7f5e24365e,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,,,,,,,,,,,,,True,,Bleed,,,2,,,,,,,
Spectral Hunter Cloak,SPECTRAL LION CLOAK,body,body,armor,early,uncommon,spectralHunterCloakFittedPlate,Spectral Hunter Cloak — Fitted Plate,1,reaction,"After damage is previewed, prevent 6 damage. Then give the next ally Guarded 1. If second card this turn, next card costs 1 less. +1 damage if quarry is Marked.","After incoming damage is previewed, prevent 6 damage with the body slot. Then the next ally gains Guarded 1. If used on a hunt node, also mark one gathered resource as confirmed. If played as your second card this turn, reduce your next card cost by 1. If the quarry is Marked, add +1 damage.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,{},,retreat+secondCardCostDown+markedBonusDamage,Spectral Hunter Cloak,SPECTRAL LION CLOAK,286,ec7c07ca0ac9,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,6,,,,,,,,,,,1,,True,,,,,,,,,,,,
Speed Powder,SPEED POWDER,tool,tool,tool,mid,uncommon,speedPowderUse,Speed Powder — Use,1,skill,"Gain +4 to the next harvest, retreat, or weak-point test. If it fails, apply Snared 3 to the quarry or clear it from a survivor. Cleanse Panic 1.","Gain +4 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Snared 3 to the quarry or clear that status from a survivor. If you deal no HP damage, gain +2 break damage. After resolving, cleanse Panic 1 from yourself.","['Tool', 'Harvest', 'Retreat']",,,{'Snared': 3},,careful+cleansePanic,Speed Powder,SPEED POWDER,287,52ef62ecb5ba,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,4,False,,,,,,,,True,,,,,,,,,,,,
Speed Powder,SPEED POWDER,tool,tool,tool,mid,uncommon,speedPowderContingency,Speed Powder — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 4; on retreat, preserve 2 gathered resource. If you blocked this round, draw 1 then discard 1.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 4. If retreating, preserve 2 gathered resource. If you deal no HP damage, gain +2 break damage. If you already blocked this round, draw 1 then discard 1.","['Tool', 'Harvest', 'Retreat']",,,{},,careful+blockLoot,Speed Powder,SPEED POWDER,287,8a3100c17308,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,4,2,,,,,,True,,,,,,,,,,,,
Spider Visage,SPIDER MASK,charm,head,charm,mid,uncommon,spiderVisageOmen,Spider Visage — Omen,0,skill,"Peek at the next quarry card or weak-point reward. You may mark it; if you do, gain Panic 1; If the quarry is Marked, draw 1 then discard 1. Gain Guarded 1 if first card this turn.","Peek at the next quarry AI, hit-location or weak-point reward, depending on screen. You may mark it. If marked, gain Panic 1. If played after blocking, your next Counter gains +2 damage. If the quarry is Marked, draw 1 then discard 1. If this is your first card this turn, gain Guarded 1.","['Charm', 'Passive', 'Survival']",,,{'Guarded': 1},,counterReady+markedFocus+firstCardGuarded,Spider Visage,SPIDER MASK,288,f6295da19de2,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,uniqueRider:markedFocus,,,,,,1,,,,True,1,,,,,,,,,,,
Spider Visage,SPIDER MASK,charm,head,charm,mid,uncommon,spiderVisageGlimmer,Spider Visage — Glimmer,0,reaction,"When Snared or a hunt consequence would affect you, reduce it by 2; exhaust this charm. If you blocked this round, draw 1 then discard 1.","When Snared, Panic, or a hunt consequence would affect this survivor, reduce it by 2; exhaust this charm until the next settlement phase. If played after blocking, your next Counter gains +2 damage. If you already blocked this round, draw 1 then discard 1.","['Charm', 'Passive', 'Survival']",,,{},,counterReady+blockLoot,Spider Visage,SPIDER MASK,288,2a0eac19dec6,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,Snared,2,True,,,,,,,,
Stone Noses,STONE NOSES,tool,tool,tool,early,common,stoneNosesUse,Stone Noses — Use,1,skill,"Gain +2 to the next harvest, retreat, or weak-point test. If it fails, apply Burn 1 to the quarry or clear it from a survivor. Gain Guarded 1 if first card this turn.","Gain +2 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Burn 1 to the quarry or clear that status from a survivor. If you have no Bleed, Poison or Burn, add +1 to all listed values. If this is your first card this turn, gain Guarded 1.","['Tool', 'Harvest', 'Retreat']",,,"{'Burn': 1, 'Guarded': 1}",,cleanHands+firstCardGuarded,Stone Noses,STONE NOSES,289,c4600191b002,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,2,False,,,,,,,,True,,,,,,,,,,,,
Stone Noses,STONE NOSES,tool,tool,tool,early,common,stoneNosesContingency,Stone Noses — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 2; on retreat, preserve 2 gathered resource. Cleanse Panic 1.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 2. If retreating, preserve 2 gathered resource. If you have no Bleed, Poison or Burn, add +1 to all listed values. After resolving, cleanse Panic 1 from yourself.","['Tool', 'Harvest', 'Retreat']",,,{},,cleanHands+cleansePanic,Stone Noses,STONE NOSES,289,ba9e0ffdb03b,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,2,2,,,,,,True,,,,,,,,,,,,
